EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,539.615,53,4,3497.27,10.06,1161,46838,2018,MALE,AMD
James Robert Anderson,52407,ADVANCED MICRO DEVICES,420.097,46,6,2451.697,-22.181,1161,48957,2018,MALE,AMD
Richard A. Bergman,43251,ADVANCED MICRO DEVICES,230.768,55,3,7578.453,,1161,40775,2019,MALE,AMD
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,621.056,57,4,17159.113,331.085,1161,42391,2019,MALE,AMD
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,1026.442,49,2,55446.54,315.131,1161,37809,2019,FEMALE,AMD
Devinder Kumar,46954,ADVANCED MICRO DEVICES,572.21,63,5,3236.519,5.683,1161,44121,2019,MALE,AMD
Sandeep Chennakeshu,63506,ADVANCED MICRO DEVICES,378.085,60,,9927.422,,1161,32154,2019,MALE,AMD
Paul Darren Grasby,63507,ADVANCED MICRO DEVICES,517.699,49,1,5244.244,,1161,58044,2019,MALE,AMD
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200,56,1,11620.529,15.013,1209,27315,2010,MALE,APD
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,650,60,2,3412.159,21.74,1209,28921,2010,MALE,APD
Lynn C. Minella,36532,AIR PRODUCTS & CHEMICALS INC,440,52,4,2031.861,22.698,1209,34732,2010,FEMALE,APD
Robert D. Dixon,36533,AIR PRODUCTS & CHEMICALS INC,460,51,3,1879.123,25.55,1209,34733,2010,MALE,APD
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,400,49,5,2285.025,,1209,40582,2010,MALE,APD
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200,57,1,11383.764,-2.037,1209,27315,2011,MALE,APD
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,675,61,2,3643.192,6.771,1209,28921,2011,MALE,APD
Robert D. Dixon,36533,AIR PRODUCTS & CHEMICALS INC,470,52,3,2019.556,7.473,1209,34733,2011,MALE,APD
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,470,50,4,2472.205,8.192,1209,40582,2011,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,450,53,5,1889.648,,1209,42159,2011,MALE,APD
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200,58,1,9255.356,-18.697,1209,27315,2012,MALE,APD
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,685.972,62,2,2856.466,-21.594,1209,28921,2012,MALE,APD
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,546.743,51,3,2852.635,15.388,1209,40582,2012,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,457.321,54,4,2137.281,13.105,1209,42159,2012,MALE,APD
John W. Marsland,46412,AIR PRODUCTS & CHEMICALS INC,456.54,46,5,2259.774,,1209,43644,2012,MALE,APD
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200,59,1,9976.558,7.792,1209,27315,2013,MALE,APD
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,289.275,63,6,510.048,-82.144,1209,28921,2013,MALE,APD
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,575.016,52,2,2730.566,-4.279,1209,40582,2013,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,518.466,55,3,1809.961,-15.315,1209,42159,2013,MALE,APD
John W. Marsland,46412,AIR PRODUCTS & CHEMICALS INC,506.539,47,4,2570.788,13.763,1209,43644,2013,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,380.086,49,5,1140.971,,1209,45159,2013,MALE,APD
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,904.615,60,1,11768.072,17.957,1209,27315,2014,MALE,APD
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,593.273,53,2,3761.046,37.739,1209,40582,2014,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,565.577,56,3,1996.813,10.324,1209,42159,2014,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,529.038,50,4,1954.769,71.325,1209,45159,2014,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,295.385,70,6,10189.713,,1209,46680,2014,MALE,APD
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,491.538,52,5,1892.239,,1209,46681,2014,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,575,57,3,2539.897,27.198,1209,42159,2015,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,581.923,51,2,2811.341,43.82,1209,45159,2015,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200,71,1,12958.113,27.169,1209,46680,2015,MALE,APD
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,573.077,53,4,2931.297,54.912,1209,46681,2015,MALE,APD
Guillermo Novo,51693,AIR PRODUCTS & CHEMICALS INC,465,53,5,2237.305,,1209,48327,2015,MALE,APD
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,575,58,4,2493.693,-1.819,1209,42159,2016,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,597.308,52,3,2914.518,3.67,1209,45159,2016,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200,72,1,11535.833,-10.976,1209,46680,2016,MALE,APD
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,600,54,2,2915.55,-0.537,1209,46681,2016,MALE,APD
Guillermo Novo,51693,AIR PRODUCTS & CHEMICALS INC,465,54,5,2158.088,-3.541,1209,48327,2016,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,600,53,3,3426.458,17.565,1209,45159,2017,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200,73,2,13959.766,21.012,1209,46680,2017,MALE,APD
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,600,55,4,2957,1.422,1209,46681,2017,MALE,APD
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,448.462,56,1,4859.673,,1209,54880,2017,MALE,APD
Jennifer L. Grant,59839,AIR PRODUCTS & CHEMICALS INC,425.154,45,5,1665.102,,1209,54881,2017,FEMALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,600,54,3,3219.8,-6.031,1209,45159,2018,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1309.615,74,2,13941.507,-0.131,1209,46680,2018,MALE,APD
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,461.538,56,5,4551.946,53.938,1209,46681,2018,MALE,APD
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,550,57,1,3126.986,-35.654,1209,54880,2018,MALE,APD
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550,54,4,2270.573,,1209,37237,2018,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,634.615,55,3,3497.029,8.61,1209,45159,2019,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1350,75,2,17031.957,22.167,1209,46680,2019,MALE,APD
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,619.231,58,1,6312.297,101.865,1209,54880,2019,MALE,APD
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550,55,4,2454.755,8.112,1209,37237,2019,MALE,APD
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,650,56,2,3340.127,-4.487,1209,45159,2020,MALE,APD
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1350,76,1,15580.759,-8.52,1209,46680,2020,MALE,APD
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,650,59,3,3608.822,-42.829,1209,54880,2020,MALE,APD
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550,56,4,2833.151,15.415,1209,37237,2020,MALE,APD
William S. Ayer,14534,ALASKA AIR GROUP INC,395.385,55,1,3051.7328,-29.01,1230,14871,2010,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,370.961,49,2,1899.179,-5.472,1230,21308,2010,MALE,ALK
Jeffrey D. Pinneo,28015,ALASKA AIR GROUP INC,239.942,53,5,1080.748,-5.632,1230,27111,2010,MALE,ALK
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,299.999,51,3,2417.769,53.934,1230,35490,2010,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,280.961,43,4,1317.812,2.344,1230,37994,2010,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,219.389,43,6,822.184,,1230,41121,2010,MALE,ALK
William S. Ayer,14534,ALASKA AIR GROUP INC,410.154,56,1,2303.931,-24.504,1230,14871,2011,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,388.269,50,2,1907.236,0.424,1230,21308,2011,MALE,ALK
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,308.846,52,3,1321.217,-45.354,1230,35490,2011,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,293.846,44,4,1466.093,11.252,1230,37994,2011,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,260.961,44,5,871.291,5.973,1230,41121,2011,MALE,ALK
William S. Ayer,14534,ALASKA AIR GROUP INC,150.538,57,6,252.849,-89.025,1230,14871,2012,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,419.614,51,1,4226.832,121.621,1230,21308,2012,MALE,ALK
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,320.308,53,3,1472.495,11.45,1230,35490,2012,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,314.038,45,4,1625.904,10.9,1230,37994,2012,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,277.692,45,5,1161.542,33.313,1230,41121,2012,MALE,ALK
Keith Loveless,46958,ALASKA AIR GROUP INC,333.462,55,2,1542.904,,1230,44124,2012,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,425,52,1,2753.597,-34.854,1230,21308,2013,MALE,ALK
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,335,54,3,1617.338,9.837,1230,35490,2013,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,329.615,46,4,1674.517,2.99,1230,37994,2013,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,293.846,46,5,1959.153,68.668,1230,41121,2013,MALE,ALK
Keith Loveless,46958,ALASKA AIR GROUP INC,335,56,2,1633.455,5.869,1230,44124,2013,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,436.769,53,1,2947.282,7.034,1230,21308,2014,MALE,ALK
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,241.538,55,7,1469.064,-9.168,1230,35490,2014,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,359.231,47,2,2059.455,22.988,1230,37994,2014,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,327.692,47,3,1719.889,-12.213,1230,41121,2014,MALE,ALK
Keith Loveless,46958,ALASKA AIR GROUP INC,272,57,6,1578.997,-3.334,1230,44124,2014,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,282.5,43,4,1145.342,,1230,47218,2014,MALE,ALK
Joseph A. Sprague,50437,ALASKA AIR GROUP INC,275.577,45,5,1128.857,,1230,47219,2014,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,454.254,54,1,3601.753,22.206,1230,21308,2015,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,390.769,48,2,2747.56,33.412,1230,37994,2015,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,360.769,48,3,2213.628,28.708,1230,41121,2015,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,339.077,44,4,1857.829,62.207,1230,47218,2015,MALE,ALK
Joseph A. Sprague,50437,ALASKA AIR GROUP INC,303.846,46,5,1346.199,19.253,1230,47219,2015,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,487.6,55,1,3886.411,7.903,1230,21308,2016,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,426.923,49,2,2933.825,6.779,1230,37994,2016,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,390.769,49,3,2469.313,11.55,1230,41121,2016,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,383.077,45,4,1264.184,-31.954,1230,47218,2016,MALE,ALK
David L. Campbell,54026,ALASKA AIR GROUP INC,331.981,,5,1832.332,,1230,50372,2016,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,534.616,56,1,5238.064,34.779,1230,21308,2017,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,464.231,50,2,3678.558,25.384,1230,37994,2017,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,417.308,50,4,2906.771,17.716,1230,41121,2017,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,417.308,46,3,2907.338,129.977,1230,47218,2017,MALE,ALK
David L. Campbell,54026,ALASKA AIR GROUP INC,358.846,,,,,1230,50372,2017,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,563.846,57,1,4374.845,-16.48,1230,21308,2018,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,500.385,51,2,3071.863,-16.493,1230,37994,2018,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,442.308,51,4,2020.325,-30.496,1230,41121,2018,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,442.308,47,3,2356.462,-18.948,1230,47218,2018,MALE,ALK
David L. Campbell,54026,ALASKA AIR GROUP INC,19.654,,5,1979.27,,1230,50372,2018,MALE,ALK
Shane R. Tackett,61550,ALASKA AIR GROUP INC,353.462,39,,1504.81,,1230,56358,2018,MALE,ALK
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,583.846,58,1,4718.444,7.854,1230,21308,2019,MALE,ALK
Benito Minicucci,40103,ALASKA AIR GROUP INC,542.308,52,2,3510.536,14.28,1230,37994,2019,MALE,ALK
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,467.308,52,4,2557.74,26.6,1230,41121,2019,MALE,ALK
Andrew R. Harrison,50436,ALASKA AIR GROUP INC,467.308,48,3,2580.491,9.507,1230,47218,2019,MALE,ALK
Shane R. Tackett,61550,ALASKA AIR GROUP INC,399.038,40,5,2023.522,34.47,1230,56358,2019,MALE,ALK
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1800,57,1,15216.953,-25.272,1300,20931,2010,MALE,HON
"David John Anderson, B.S., M.B.A., MBA",26784,HONEYWELL INTERNATIONAL INC,900,61,3,7794.645,91.272,1300,10863,2010,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,57,2,8065.006,30.64,1300,27577,2010,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,550,57,5,9951.321,285.337,1300,36717,2010,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,660,53,4,5695.716,,1300,40777,2010,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1800,58,1,35813.31,135.351,1300,20931,2011,MALE,HON
"David John Anderson, B.S., M.B.A., MBA",26784,HONEYWELL INTERNATIONAL INC,900,62,3,11338.179,45.461,1300,10863,2011,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,58,2,11449.244,41.962,1300,27577,2011,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,623.846,58,5,7316.182,-26.48,1300,36717,2011,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,763.385,54,4,7466.477,31.089,1300,40777,2011,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1800,59,1,16765.328,-53.187,1300,20931,2012,MALE,HON
"David John Anderson, B.S., M.B.A., MBA",26784,HONEYWELL INTERNATIONAL INC,900,63,3,7805.804,-31.155,1300,10863,2012,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,59,2,8564.599,-25.195,1300,27577,2012,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,687.5,59,5,5970.086,-18.399,1300,36717,2012,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,818.75,55,4,6676.029,-10.587,1300,40777,2012,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1800,60,1,25973.246,54.922,1300,20931,2013,MALE,HON
"David John Anderson, B.S., M.B.A., MBA",26784,HONEYWELL INTERNATIONAL INC,900,64,3,7364.103,-5.659,1300,10863,2013,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,60,2,7235.579,-15.518,1300,27577,2013,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,700,60,4,6315.087,5.779,1300,36717,2013,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,825,56,5,6478.253,-2.962,1300,40777,2013,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1865.769,61,1,23567.832,-9.261,1300,20931,2014,MALE,HON
"David John Anderson, B.S., M.B.A., MBA",26784,HONEYWELL INTERNATIONAL INC,398.077,65,6,1182.507,-83.942,1300,10863,2014,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,61,2,8185.229,13.125,1300,27577,2014,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,806.731,61,3,6741.273,6.749,1300,36717,2014,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,878.365,57,4,7643.685,17.99,1300,40777,2014,MALE,HON
Thomas A. Szlosek,50000,HONEYWELL INTERNATIONAL INC,754.75,50,5,5649.514,,1300,46841,2014,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1890,62,1,33760.446,43.248,1300,20931,2015,MALE,HON
Roger B. Fradin,28530,HONEYWELL INTERNATIONAL INC,1050,62,2,9889.119,20.817,1300,27577,2015,MALE,HON
Andreas C. Kramvis,38781,HONEYWELL INTERNATIONAL INC,850,62,3,7934.709,17.703,1300,36717,2015,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,907.462,58,4,8695.866,13.765,1300,40777,2015,MALE,HON
Thomas A. Szlosek,50000,HONEYWELL INTERNATIONAL INC,829.077,51,5,6937.376,22.796,1300,46841,2015,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,1890,63,1,17628.542,-47.783,1300,20931,2016,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,917.019,59,3,8562.04,-1.539,1300,40777,2016,MALE,HON
Thomas A. Szlosek,50000,HONEYWELL INTERNATIONAL INC,840,52,4,6753.4,-2.652,1300,46841,2016,MALE,HON
Darius E. Adamczyk,54028,HONEYWELL INTERNATIONAL INC,1120.383,50,2,9906.021,,1300,50374,2016,MALE,HON
Krishna Mikkilineni,54029,HONEYWELL INTERNATIONAL INC,717.678,56,5,6610.293,,1300,50375,2016,MALE,HON
David M. Cote,25016,HONEYWELL INTERNATIONAL INC,900.962,64,3,20167.526,14.403,1300,20931,2017,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,963.615,60,2,5527.032,-35.447,1300,40777,2017,MALE,HON
Thomas A. Szlosek,50000,HONEYWELL INTERNATIONAL INC,865.039,53,4,5215.205,-22.777,1300,46841,2017,MALE,HON
Darius E. Adamczyk,54028,HONEYWELL INTERNATIONAL INC,1414.615,51,1,14535.152,46.73,1300,50374,2017,MALE,HON
Krishna Mikkilineni,54029,HONEYWELL INTERNATIONAL INC,785.769,57,5,4647.115,-29.699,1300,50375,2017,MALE,HON
Rajeev Gautam,58579,HONEYWELL INTERNATIONAL INC,717.885,64,6,4512.458,,1300,53932,2017,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,992.788,61,2,9026.237,63.311,1300,40777,2018,MALE,HON
Thomas A. Szlosek,50000,HONEYWELL INTERNATIONAL INC,560.481,54,6,5973.788,14.546,1300,46841,2018,MALE,HON
Darius E. Adamczyk,54028,HONEYWELL INTERNATIONAL INC,1571.154,52,1,18651.522,28.32,1300,50374,2018,MALE,HON
Krishna Mikkilineni,54029,HONEYWELL INTERNATIONAL INC,810.673,58,3,7041.415,51.522,1300,50375,2018,MALE,HON
Rajeev Gautam,58579,HONEYWELL INTERNATIONAL INC,755.247,65,,,,1300,53932,2018,MALE,HON
Gregory Peter Lewis,60868,HONEYWELL INTERNATIONAL INC,578.981,49,5,2503.338,,1300,55775,2018,MALE,HON
Mark Russell James,62302,HONEYWELL INTERNATIONAL INC,774.231,56,4,3080.421,,1300,57009,2018,MALE,HON
Timothy O. Mahoney,43254,HONEYWELL INTERNATIONAL INC,1021.346,62,2,8868.82,-1.744,1300,40777,2019,MALE,HON
Darius E. Adamczyk,54028,HONEYWELL INTERNATIONAL INC,1600,53,1,19776.997,6.034,1300,50374,2019,MALE,HON
Rajeev Gautam,58579,HONEYWELL INTERNATIONAL INC,779.231,66,4,5845.324,,1300,53932,2019,MALE,HON
Gregory Peter Lewis,60868,HONEYWELL INTERNATIONAL INC,749.808,50,6,6458.694,158.003,1300,55775,2019,MALE,HON
Mark Russell James,62302,HONEYWELL INTERNATIONAL INC,794.231,57,3,6362.059,106.532,1300,57009,2019,MALE,HON
Anne T. Madden,63148,HONEYWELL INTERNATIONAL INC,757.019,54,5,6308.598,,1300,57729,2019,FEMALE,HON
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,609,53,1,4346.753,-8.885,1327,17260,2010,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,357.5,43,3,1589.277,-16.154,1327,24319,2010,MALE,SWKS
Gregory L. Waters,28378,SKYWORKS SOLUTIONS INC,390,49,2,1645.392,-11.608,1327,27437,2010,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,338.5,53,5,1580.89,-3.637,1327,32403,2010,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,355.5,49,4,1541.363,-8.743,1327,36641,2010,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,635.1,54,1,5935.947,36.56,1327,17260,2011,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,378.1,44,3,2292.276,44.234,1327,24319,2011,MALE,SWKS
Gregory L. Waters,28378,SKYWORKS SOLUTIONS INC,407.2,50,2,2237.467,35.984,1327,27437,2011,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,357.8,54,5,2163.407,36.847,1327,32403,2011,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,368.9,50,4,2222.136,44.167,1327,36641,2011,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,313,54,,,,1327,24099,2011,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,657.523,55,1,3943.853,-33.56,1327,17260,2012,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,397.846,45,3,1665.72,-27.333,1327,24319,2012,MALE,SWKS
Gregory L. Waters,28378,SKYWORKS SOLUTIONS INC,418.7,51,2,1600.582,-28.465,1327,27437,2012,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,373.277,55,5,1574.724,-27.211,1327,32403,2012,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,378.923,51,4,1459.785,-34.307,1327,36641,2012,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,333.031,55,,,,1327,24099,2012,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,677.846,56,1,5800.648,47.081,1327,17260,2013,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,435.692,46,2,2142.071,28.597,1327,24319,2013,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,392.846,56,3,1726.046,9.609,1327,32403,2013,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,388.923,52,4,1566.568,7.315,1327,36641,2013,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,342.923,56,5,1073.041,,1327,24099,2013,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,747.769,57,1,6912.623,19.17,1327,17260,2014,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,485.923,47,2,4637.934,116.516,1327,24319,2014,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,413.535,57,3,3451.049,99.94,1327,32403,2014,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,406.615,53,4,2950.13,88.318,1327,36641,2014,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,359.731,57,,,,1327,24099,2014,MALE,SWKS
Victoria L. Vezina,50001,SKYWORKS SOLUTIONS INC,248.077,46,5,1937.692,,1327,46842,2014,FEMALE,SWKS
Peter L. Gammel,54031,SKYWORKS SOLUTIONS INC,316.763,53,,,,1327,50376,2014,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,771.635,58,1,10158.055,46.949,1327,17260,2015,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,513.558,48,2,4137.054,-10.8,1327,24319,2015,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,418.75,58,3,3167.222,-8.224,1327,32403,2015,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,410.846,54,4,2305.699,-21.844,1327,36641,2015,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,363.942,58,5,1935.684,,1327,24099,2015,MALE,SWKS
Peter L. Gammel,54031,SKYWORKS SOLUTIONS INC,364.7,54,,,,1327,50376,2015,MALE,SWKS
Carlos S. Bori,58580,SKYWORKS SOLUTIONS INC,313.813,44,,,,1327,53933,2015,MALE,SWKS
David J. Aldrich,17159,SKYWORKS SOLUTIONS INC,822.981,59,1,7015.382,-30.938,1327,17260,2016,MALE,SWKS
Liam K. Griffin,24897,SKYWORKS SOLUTIONS INC,660.404,49,2,6728.703,62.645,1327,24319,2016,MALE,SWKS
Donald W. Palette,33914,SKYWORKS SOLUTIONS INC,457.962,59,3,2443.597,-22.847,1327,32403,2016,MALE,SWKS
Bruce J. Freyman,38695,SKYWORKS SOLUTIONS INC,423.75,55,4,1726.816,-25.107,1327,36641,2016,MALE,SWKS
Mark V. B. Tremallo,48323,SKYWORKS SOLUTIONS INC,387.596,59,5,1523.614,-21.288,1327,24099,2016,MALE,SWKS
