EXEC_FULLNAME,CO_PER_ROL,CONAME,SALARY,AGE,EXECRANKANN,TDC1,TDC1_PCT,GVKEY,EXECID,YEAR,GENDER,TICKER,stock_price,eps,pe_ratio,roa,roe
Michael J. Warmuth,51944,ABBOTT LABORATORIES,691.875,53.0,4.0,5660.582,151.904,1078,48542,2016,MALE,ABT,45.79,0.71,64.49296,0.02658,0.06817
"Miles D. White, M.B.A.",13896,ABBOTT LABORATORIES,1900.0,62.0,1.0,15620.117,-4.9,1078,14300,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Hubert L. Allen,48320,ABBOTT LABORATORIES,690.1,51.0,2.0,3921.307,,1078,45355,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Brian B. Yoor,51943,ABBOTT LABORATORIES,643.269,47.0,4.0,3523.535,12.318,1078,48541,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Michael T. Rousseau,59833,ABBOTT LABORATORIES,644.231,61.0,,18808.6,,1078,23306,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Robert B. Ford,59834,ABBOTT LABORATORIES,675.0,43.0,3.0,3752.16,,1078,54877,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Eric S. Fain,59835,ABBOTT LABORATORIES,556.971,56.0,6.0,13330.823,,1078,37076,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
Daniel Gesua Sive Salvadori,59836,ABBOTT LABORATORIES,608.461,38.0,5.0,3909.027,,1078,54878,2017,MALE,ABT,57.765,0.2,288.825,0.00626,0.01544
"Miles D. White, M.B.A.",13896,ABBOTT LABORATORIES,1900.0,63.0,1.0,22872.393,46.429,1078,14300,2018,MALE,ABT,74.92,1.32,56.75758,0.03525,0.07758
Stephen R. Fussell,34107,ABBOTT LABORATORIES,620.0,61.0,5.0,6783.297,,1078,32571,2018,MALE,ABT,74.92,1.32,56.75758,0.03525,0.07758
Hubert L. Allen,48320,ABBOTT LABORATORIES,706.709,52.0,4.0,7112.543,81.382,1078,45355,2018,MALE,ABT,74.92,1.32,56.75758,0.03525,0.07758
Brian B. Yoor,51943,ABBOTT LABORATORIES,796.057,48.0,2.0,7227.658,105.125,1078,48541,2018,MALE,ABT,74.92,1.32,56.75758,0.03525,0.07758
Robert B. Ford,59834,ABBOTT LABORATORIES,784.25,44.0,3.0,7744.481,106.401,1078,54877,2018,MALE,ABT,74.92,1.32,56.75758,0.03525,0.07758
"Miles D. White, M.B.A.",13896,ABBOTT LABORATORIES,1900.0,64.0,1.0,22094.981,-3.399,1078,14300,2019,MALE,ABT,89.24,2.07,43.11111,0.05431,0.1186
Brian B. Yoor,51943,ABBOTT LABORATORIES,825.0,49.0,3.0,6910.094,-4.394,1078,48541,2019,MALE,ABT,89.24,2.07,43.11111,0.05431,0.1186
Robert B. Ford,59834,ABBOTT LABORATORIES,1000.0,45.0,2.0,9586.387,23.783,1078,54877,2019,MALE,ABT,89.24,2.07,43.11111,0.05431,0.1186
Daniel Gesua Sive Salvadori,59836,ABBOTT LABORATORIES,704.923,40.0,4.0,6372.104,,1078,54878,2019,MALE,ABT,89.24,2.07,43.11111,0.05431,0.1186
Lisa D. Earnhardt,63146,ABBOTT LABORATORIES,400.058,49.0,5.0,5941.174,,1078,57727,2019,FEMALE,ABT,89.24,2.07,43.11111,0.05431,0.1186
Thomas M. McCoy,18718,ADVANCED MICRO DEVICES,625.604,59.0,1.0,4756.118,322.998,1161,18728,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Derrick R. Meyer,26736,ADVANCED MICRO DEVICES,925.381,48.0,2.0,4397.792,-15.435,1161,25959,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Emilio Ghilardi,40088,ADVANCED MICRO DEVICES,588.836,52.0,6.0,3232.675,25.752,1161,37979,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Thomas Josef Seifert,40089,ADVANCED MICRO DEVICES,524.992,47.0,3.0,3219.874,65.156,1161,37980,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Harry A. Wolin,43250,ADVANCED MICRO DEVICES,516.751,47.0,5.0,2453.278,,1161,40774,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Richard A. Bergman,43251,ADVANCED MICRO DEVICES,510.754,46.0,4.0,3416.785,,1161,40775,2010,MALE,AMD,10.24,0.66,15.51515,0.09488,0.46496
Derrick R. Meyer,26736,ADVANCED MICRO DEVICES,83.623,49.0,7.0,9234.173,109.973,1161,25959,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Emilio Ghilardi,40088,ADVANCED MICRO DEVICES,597.397,53.0,3.0,2239.46,-30.724,1161,37979,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Thomas Josef Seifert,40089,ADVANCED MICRO DEVICES,566.046,48.0,2.0,3761.214,16.812,1161,37980,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Harry A. Wolin,43250,ADVANCED MICRO DEVICES,484.829,48.0,5.0,2224.422,-9.329,1161,40774,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Richard A. Bergman,43251,ADVANCED MICRO DEVICES,429.719,47.0,6.0,2939.066,-13.982,1161,40775,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Rory P. Read,45026,ADVANCED MICRO DEVICES,353.847,49.0,1.0,15610.351,,1161,42390,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,105.768,49.0,4.0,3272.281,,1161,42391,2011,MALE,AMD,9.58,0.68,14.08824,0.09911,0.30881
Thomas Josef Seifert,40089,ADVANCED MICRO DEVICES,494.826,49.0,6.0,2899.813,-22.902,1161,37980,2012,MALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
Rory P. Read,45026,ADVANCED MICRO DEVICES,1000.002,50.0,1.0,7298.328,-53.247,1161,42390,2012,MALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,549.994,50.0,4.0,2456.618,-24.926,1161,42391,2012,MALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,572.784,42.0,2.0,6011.445,,1161,37809,2012,FEMALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
Devinder Kumar,46954,ADVANCED MICRO DEVICES,423.689,56.0,5.0,1132.104,,1161,44121,2012,MALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
John Byrne,46955,ADVANCED MICRO DEVICES,392.175,41.0,3.0,2321.18,,1161,44122,2012,MALE,AMD,8.35,-1.6,-5.21875,-0.29575,-2.19888
Rory P. Read,45026,ADVANCED MICRO DEVICES,1000.002,51.0,1.0,8211.49,12.512,1161,42390,2013,MALE,AMD,4.65,-0.11,-42.27273,-0.01914,-0.15257
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,549.994,51.0,4.0,3171.551,29.102,1161,42391,2013,MALE,AMD,4.65,-0.11,-42.27273,-0.01914,-0.15257
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,574.995,43.0,3.0,3591.408,-40.257,1161,37809,2013,FEMALE,AMD,4.65,-0.11,-42.27273,-0.01914,-0.15257
Devinder Kumar,46954,ADVANCED MICRO DEVICES,508.875,57.0,5.0,4214.043,272.231,1161,44121,2013,MALE,AMD,4.65,-0.11,-42.27273,-0.01914,-0.15257
John Byrne,46955,ADVANCED MICRO DEVICES,455.0,42.0,2.0,3271.987,40.962,1161,44122,2013,MALE,AMD,4.65,-0.11,-42.27273,-0.01914,-0.15257
Rory P. Read,45026,ADVANCED MICRO DEVICES,1000.002,52.0,1.0,7729.545,-5.869,1161,42390,2014,MALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,549.994,52.0,4.0,3546.725,11.829,1161,42391,2014,MALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,656.823,44.0,3.0,11748.072,227.116,1161,37809,2014,FEMALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
Devinder Kumar,46954,ADVANCED MICRO DEVICES,514.882,58.0,6.0,2766.82,-34.343,1161,44121,2014,MALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
John Byrne,46955,ADVANCED MICRO DEVICES,506.362,43.0,5.0,4256.856,30.1,1161,44122,2014,MALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,91.732,49.0,2.0,2932.682,,1161,46838,2014,MALE,AMD,4.8,-0.53,-9.0566,-0.10698,-2.15508
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,549.994,53.0,3.0,3883.791,9.504,1161,42391,2015,MALE,AMD,3.37,-0.84,-4.0119,-0.21229,1.60194
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,849.992,45.0,1.0,6559.194,-44.168,1161,37809,2015,FEMALE,AMD,3.37,-0.84,-4.0119,-0.21229,1.60194
Devinder Kumar,46954,ADVANCED MICRO DEVICES,530.005,59.0,5.0,2696.798,-2.531,1161,44121,2015,MALE,AMD,3.37,-0.84,-4.0119,-0.21229,1.60194
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,530.005,50.0,4.0,2822.3,-3.764,1161,46838,2015,MALE,AMD,3.37,-0.84,-4.0119,-0.21229,1.60194
James Robert Anderson,52407,ADVANCED MICRO DEVICES,288.456,43.0,2.0,4809.607,,1161,48957,2015,MALE,AMD,3.37,-0.84,-4.0119,-0.21229,1.60194
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,549.994,54.0,2.0,3711.133,-4.446,1161,42391,2016,MALE,AMD,12.42,-0.6,-20.7,-0.14965,-1.19471
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,886.34,46.0,1.0,11724.775,78.753,1161,37809,2016,FEMALE,AMD,12.42,-0.6,-20.7,-0.14965,-1.19471
Devinder Kumar,46954,ADVANCED MICRO DEVICES,530.005,60.0,4.0,3684.591,36.628,1161,44121,2016,MALE,AMD,12.42,-0.6,-20.7,-0.14965,-1.19471
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,530.005,51.0,3.0,3684.591,30.553,1161,46838,2016,MALE,AMD,12.42,-0.6,-20.7,-0.14965,-1.19471
James Robert Anderson,52407,ADVANCED MICRO DEVICES,499.99,44.0,5.0,3654.196,-24.023,1161,48957,2016,MALE,AMD,12.42,-0.6,-20.7,-0.14965,-1.19471
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,611.328,55.0,2.0,3027.87,-18.411,1161,42391,2017,MALE,AMD,15.65,0.04,391.25,0.01215,0.07038
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,924.997,47.0,1.0,8997.05,-23.265,1161,37809,2017,FEMALE,AMD,15.65,0.04,391.25,0.01215,0.07038
Devinder Kumar,46954,ADVANCED MICRO DEVICES,539.615,61.0,3.0,3191.892,-13.372,1161,44121,2017,MALE,AMD,15.65,0.04,391.25,0.01215,0.07038
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,530.005,52.0,4.0,3177.605,-13.76,1161,46838,2017,MALE,AMD,15.65,0.04,391.25,0.01215,0.07038
James Robert Anderson,52407,ADVANCED MICRO DEVICES,514.42,45.0,5.0,3150.528,-13.783,1161,48957,2017,MALE,AMD,15.65,0.04,391.25,0.01215,0.07038
Harry A. Wolin,43250,ADVANCED MICRO DEVICES,509.61,55.0,5.0,2815.772,,1161,40774,2018,MALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,587.015,56.0,2.0,3980.449,31.46,1161,42391,2018,MALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,961.057,48.0,1.0,13356.393,48.453,1161,37809,2018,FEMALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
Devinder Kumar,46954,ADVANCED MICRO DEVICES,557.204,62.0,3.0,3062.475,-4.055,1161,44121,2018,MALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
Forrest E. Norrod,49997,ADVANCED MICRO DEVICES,539.615,53.0,4.0,3497.27,10.06,1161,46838,2018,MALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
James Robert Anderson,52407,ADVANCED MICRO DEVICES,420.097,46.0,6.0,2451.697,-22.181,1161,48957,2018,MALE,AMD,34.14,0.34,100.41176,0.07397,0.26619
Richard A. Bergman,43251,ADVANCED MICRO DEVICES,230.768,55.0,3.0,7578.453,,1161,40775,2019,MALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
Mark D. Papermaster,45027,ADVANCED MICRO DEVICES,621.056,57.0,4.0,17159.113,331.085,1161,42391,2019,MALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
"Lisa T. Su, Ph.D.",46953,ADVANCED MICRO DEVICES,1026.442,49.0,2.0,55446.54,315.131,1161,37809,2019,FEMALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
Devinder Kumar,46954,ADVANCED MICRO DEVICES,572.21,63.0,5.0,3236.519,5.683,1161,44121,2019,MALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
Sandeep Chennakeshu,63506,ADVANCED MICRO DEVICES,378.085,60.0,,9927.422,,1161,32154,2019,MALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
Paul Darren Grasby,63507,ADVANCED MICRO DEVICES,517.699,49.0,1.0,5244.244,,1161,58044,2019,MALE,AMD,47.31,0.31,152.6129,0.05657,0.12062
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200.0,56.0,1.0,11620.529,15.013,1209,27315,2010,MALE,APD,91.39,4.85,18.8433,0.0762,0.18553
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,650.0,60.0,2.0,3412.159,21.74,1209,28921,2010,MALE,APD,91.39,4.85,18.8433,0.0762,0.18553
Lynn C. Minella,36532,AIR PRODUCTS & CHEMICALS INC,440.0,52.0,4.0,2031.861,22.698,1209,34732,2010,FEMALE,APD,91.39,4.85,18.8433,0.0762,0.18553
Robert D. Dixon,36533,AIR PRODUCTS & CHEMICALS INC,460.0,51.0,3.0,1879.123,25.55,1209,34733,2010,MALE,APD,91.39,4.85,18.8433,0.0762,0.18553
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,400.0,49.0,5.0,2285.025,,1209,40582,2010,MALE,APD,91.39,4.85,18.8433,0.0762,0.18553
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200.0,57.0,1.0,11383.764,-2.037,1209,27315,2011,MALE,APD,98.005,5.71,17.16375,0.08566,0.21122
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,675.0,61.0,2.0,3643.192,6.771,1209,28921,2011,MALE,APD,98.005,5.71,17.16375,0.08566,0.21122
Robert D. Dixon,36533,AIR PRODUCTS & CHEMICALS INC,470.0,52.0,3.0,2019.556,7.473,1209,34733,2011,MALE,APD,98.005,5.71,17.16375,0.08566,0.21122
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,470.0,50.0,4.0,2472.205,8.192,1209,40582,2011,MALE,APD,98.005,5.71,17.16375,0.08566,0.21122
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,450.0,53.0,5.0,1889.648,,1209,42159,2011,MALE,APD,98.005,5.71,17.16375,0.08566,0.21122
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200.0,58.0,1.0,9255.356,-18.697,1209,27315,2012,MALE,APD,92.79,4.73,19.61734,0.0689,0.18022
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,685.972,62.0,2.0,2856.466,-21.594,1209,28921,2012,MALE,APD,92.79,4.73,19.61734,0.0689,0.18022
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,546.743,51.0,3.0,2852.635,15.388,1209,40582,2012,MALE,APD,92.79,4.73,19.61734,0.0689,0.18022
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,457.321,54.0,4.0,2137.281,13.105,1209,42159,2012,MALE,APD,92.79,4.73,19.61734,0.0689,0.18022
John W. Marsland,46412,AIR PRODUCTS & CHEMICALS INC,456.54,46.0,5.0,2259.774,,1209,43644,2012,MALE,APD,92.79,4.73,19.61734,0.0689,0.18022
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,1200.0,59.0,1.0,9976.558,7.792,1209,27315,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
Paul E. Huck,30056,AIR PRODUCTS & CHEMICALS INC,289.275,63.0,6.0,510.048,-82.144,1209,28921,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,575.016,52.0,2.0,2730.566,-4.279,1209,40582,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,518.466,55.0,3.0,1809.961,-15.315,1209,42159,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
John W. Marsland,46412,AIR PRODUCTS & CHEMICALS INC,506.539,47.0,4.0,2570.788,13.763,1209,43644,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,380.086,49.0,5.0,1140.971,,1209,45159,2013,MALE,APD,114.75,4.79,23.95616,0.0557,0.14118
John E. McGlade,28244,AIR PRODUCTS & CHEMICALS INC,904.615,60.0,1.0,11768.072,17.957,1209,27315,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
Stephen J. Jones,43044,AIR PRODUCTS & CHEMICALS INC,593.273,53.0,2.0,3761.046,37.739,1209,40582,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,565.577,56.0,3.0,1996.813,10.324,1209,42159,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,529.038,50.0,4.0,1954.769,71.325,1209,45159,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,295.385,70.0,6.0,10189.713,,1209,46680,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,491.538,52.0,5.0,1892.239,,1209,46681,2014,MALE,APD,149.61,4.64,32.24353,0.05578,0.13464
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,575.0,57.0,3.0,2539.897,27.198,1209,42159,2015,MALE,APD,158.2,5.95,26.58824,0.07328,0.17629
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,581.923,51.0,2.0,2811.341,43.82,1209,45159,2015,MALE,APD,158.2,5.95,26.58824,0.07328,0.17629
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200.0,71.0,1.0,12958.113,27.169,1209,46680,2015,MALE,APD,158.2,5.95,26.58824,0.07328,0.17629
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,573.077,53.0,4.0,2931.297,54.912,1209,46681,2015,MALE,APD,158.2,5.95,26.58824,0.07328,0.17629
Guillermo Novo,51693,AIR PRODUCTS & CHEMICALS INC,465.0,53.0,5.0,2237.305,,1209,48327,2015,MALE,APD,158.2,5.95,26.58824,0.07328,0.17629
John D. Stanley,44773,AIR PRODUCTS & CHEMICALS INC,575.0,58.0,4.0,2493.693,-1.819,1209,42159,2016,MALE,APD,157.84,7.0,22.54857,0.03495,0.08914
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,597.308,52.0,3.0,2914.518,3.67,1209,45159,2016,MALE,APD,157.84,7.0,22.54857,0.03495,0.08914
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200.0,72.0,1.0,11535.833,-10.976,1209,46680,2016,MALE,APD,157.84,7.0,22.54857,0.03495,0.08914
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,600.0,54.0,2.0,2915.55,-0.537,1209,46681,2016,MALE,APD,157.84,7.0,22.54857,0.03495,0.08914
Guillermo Novo,51693,AIR PRODUCTS & CHEMICALS INC,465.0,54.0,5.0,2158.088,-3.541,1209,48327,2016,MALE,APD,157.84,7.0,22.54857,0.03495,0.08914
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,600.0,53.0,3.0,3426.458,17.565,1209,45159,2017,MALE,APD,164.78,5.2,31.68846,0.16247,0.29748
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1200.0,73.0,2.0,13959.766,21.012,1209,46680,2017,MALE,APD,164.78,5.2,31.68846,0.16247,0.29748
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,600.0,55.0,4.0,2957.0,1.422,1209,46681,2017,MALE,APD,164.78,5.2,31.68846,0.16247,0.29748
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,448.462,56.0,1.0,4859.673,,1209,54880,2017,MALE,APD,164.78,5.2,31.68846,0.16247,0.29748
Jennifer L. Grant,59839,AIR PRODUCTS & CHEMICALS INC,425.154,45.0,5.0,1665.102,,1209,54881,2017,FEMALE,APD,164.78,5.2,31.68846,0.16247,0.29748
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,600.0,54.0,3.0,3219.8,-6.031,1209,45159,2018,MALE,APD,175.17,6.64,26.38102,0.0781,0.13795
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1309.615,74.0,2.0,13941.507,-0.131,1209,46680,2018,MALE,APD,175.17,6.64,26.38102,0.0781,0.13795
Corning F. Painter,49821,AIR PRODUCTS & CHEMICALS INC,461.538,56.0,5.0,4551.946,53.938,1209,46681,2018,MALE,APD,175.17,6.64,26.38102,0.0781,0.13795
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,550.0,57.0,1.0,3126.986,-35.654,1209,54880,2018,MALE,APD,175.17,6.64,26.38102,0.0781,0.13795
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550.0,54.0,4.0,2270.573,,1209,37237,2018,MALE,APD,175.17,6.64,26.38102,0.0781,0.13795
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,634.615,55.0,3.0,3497.029,8.61,1209,45159,2019,MALE,APD,241.9,7.99,30.27534,0.09291,0.15922
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1350.0,75.0,2.0,17031.957,22.167,1209,46680,2019,MALE,APD,241.9,7.99,30.27534,0.09291,0.15922
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,619.231,58.0,1.0,6312.297,101.865,1209,54880,2019,MALE,APD,241.9,7.99,30.27534,0.09291,0.15922
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550.0,55.0,4.0,2454.755,8.112,1209,37237,2019,MALE,APD,241.9,7.99,30.27534,0.09291,0.15922
Michael Scott Crocco,48100,AIR PRODUCTS & CHEMICALS INC,650.0,56.0,2.0,3340.127,-4.487,1209,45159,2020,MALE,APD,327.89,8.59,38.17113,0.07496,0.15619
Seifollah Ghasemi,49820,AIR PRODUCTS & CHEMICALS INC,1350.0,76.0,1.0,15580.759,-8.52,1209,46680,2020,MALE,APD,327.89,8.59,38.17113,0.07496,0.15619
Samir J. Serhan,59838,AIR PRODUCTS & CHEMICALS INC,650.0,59.0,3.0,3608.822,-42.829,1209,54880,2020,MALE,APD,327.89,8.59,38.17113,0.07496,0.15619
Sean D. Major,60867,AIR PRODUCTS & CHEMICALS INC,550.0,56.0,4.0,2833.151,15.415,1209,37237,2020,MALE,APD,327.89,8.59,38.17113,0.07496,0.15619
William S. Ayer,14534,ALASKA AIR GROUP INC,395.385,55.0,1.0,3051.7328,-29.01,1230,14871,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,370.961,49.0,2.0,1899.179,-5.472,1230,21308,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
Jeffrey D. Pinneo,28015,ALASKA AIR GROUP INC,239.942,53.0,5.0,1080.748,-5.632,1230,27111,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,299.999,51.0,3.0,2417.769,53.934,1230,35490,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
Benito Minicucci,40103,ALASKA AIR GROUP INC,280.961,43.0,4.0,1317.812,2.344,1230,37994,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,219.389,43.0,6.0,822.184,,1230,41121,2010,MALE,ALK,59.59,7.01,8.50071,0.05005,0.22716
William S. Ayer,14534,ALASKA AIR GROUP INC,410.154,56.0,1.0,2303.931,-24.504,1230,14871,2011,MALE,ALK,77.1381,6.81,11.32718,0.04706,0.2084
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,388.269,50.0,2.0,1907.236,0.424,1230,21308,2011,MALE,ALK,77.1381,6.81,11.32718,0.04706,0.2084
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,308.846,52.0,3.0,1321.217,-45.354,1230,35490,2011,MALE,ALK,77.1381,6.81,11.32718,0.04706,0.2084
Benito Minicucci,40103,ALASKA AIR GROUP INC,293.846,44.0,4.0,1466.093,11.252,1230,37994,2011,MALE,ALK,77.1381,6.81,11.32718,0.04706,0.2084
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,260.961,44.0,5.0,871.291,5.973,1230,41121,2011,MALE,ALK,77.1381,6.81,11.32718,0.04706,0.2084
William S. Ayer,14534,ALASKA AIR GROUP INC,150.538,57.0,6.0,252.849,-89.025,1230,14871,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,419.614,51.0,1.0,4226.832,121.621,1230,21308,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,320.308,53.0,3.0,1472.495,11.45,1230,35490,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
Benito Minicucci,40103,ALASKA AIR GROUP INC,314.038,45.0,4.0,1625.904,10.9,1230,37994,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
"Brandon S. Pedersen, CPA, CPA",43631,ALASKA AIR GROUP INC,277.692,45.0,5.0,1161.542,33.313,1230,41121,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
Keith Loveless,46958,ALASKA AIR GROUP INC,333.462,55.0,2.0,1542.904,,1230,44124,2012,MALE,ALK,45.148,4.47,10.10022,0.0574,0.22238
Bradley D. Tilden,21571,ALASKA AIR GROUP INC,425.0,52.0,1.0,2753.597,-34.854,1230,21308,2013,MALE,ALK,78.53,7.26,10.8168,0.08702,0.25037
Glenn S. Johnson,37410,ALASKA AIR GROUP INC,335.0,54.0,3.0,1617.338,9.837,1230,35490,2013,MALE,ALK,78.53,7.26,10.8168,0.08702,0.25037
Benito Minicucci,40103,ALASKA AIR GROUP INC,329.615,46.0,4.0,1674.517,2.99,1230,37994,2013,MALE,ALK,78.53,7.26,10.8168,0.08702,0.25037
